unit,parent_iso3,metric,year,value,unit_measure,precision,methodology_notes
SI-097,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-097,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-097,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-097,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-097,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-100,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-100,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-100,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-100,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-100,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-100,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-099,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-099,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-099,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-099,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-099,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-099,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-101,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-101,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-101,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-101,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-101,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-101,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-102,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-102,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-102,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-102,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-102,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-102,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-103,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-103,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-103,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-103,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-103,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-103,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-176,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-176,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-176,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-176,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-176,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-176,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-098,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-098,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-098,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-098,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-098,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-098,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-201,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-201,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-201,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-201,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-201,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-201,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-209,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-209,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-209,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-209,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-209,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-209,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-104,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-104,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-104,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-104,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-104,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-104,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-177,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-177,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-177,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-177,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-177,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-177,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-107,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-107,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-107,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-107,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-107,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-107,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-106,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-106,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-106,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-106,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-106,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-106,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-105,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-105,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-105,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-105,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-105,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-105,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-108,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-108,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-108,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-108,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-108,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-108,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-178,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-178,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-178,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-178,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-178,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-178,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-109,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-109,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-109,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-109,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-109,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-109,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-110,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-110,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-110,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-110,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-110,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-110,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-111,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-111,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-111,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-111,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-111,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-111,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-112,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-112,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-112,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-112,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-112,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-112,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-113,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-113,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-113,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-113,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-113,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-113,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-114,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-114,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-114,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-114,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-114,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-114,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-179,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-179,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-179,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-179,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-179,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-179,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-180,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-180,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-180,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-180,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-180,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-180,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
SI-202,SVN,population,2024.0,2126324.0,people,1,Total population (World Bank estimate)
SI-202,SVN,gdp,2024.0,72485008929.2766,current USD,2,GDP current US$ (World Bank estimate)
SI-202,SVN,unemployment_rate,2024.0,3.357,% of labor force,2,Unemployment rate (modeled ILO estimate)
SI-202,SVN,inflation_cpi,2024.0,1.96562656432512,% change,2,"Inflation, consumer prices annual %"
SI-202,SVN,labour_force_participation,2024.0,58.358,% of population,2,Labor force participation rate (modeled ILO estimate)
SI-202,SVN,broadband_subscriptions,2023.0,31.8815,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
